bootstrap_objective,threshold_aggregation,fold,subject_id,label,pred_label,error_type,prob,threshold,margin,feature,raw_value_imputed,zscore,train_percentile,class0_mean_z,class1_mean_z,class_contrast_z,positive_side_score,direction,supports_error
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_emg_VLO_peak_t_ms,37.999999999999815,-1.0594691375442038,0.15625,0.25341768996014036,-0.7602530698804213,-1.0136707598405617,0.8060514475840633,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_emg_SEMITEND_min,25.026336669921875,1.9025320306789049,0.9375,-0.29307495172080417,0.8792248551624122,1.1722998068832164,1.6094570789581009,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_imu_roll_deg_peak_t_ms,14.15500000000014,-0.28564522270360576,0.75,0.2126372861186843,-0.6379118583560535,-0.8505491444747377,0.07300793658492116,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_ik_hip_adduction_r_range,10.39277999,0.2923740029078752,0.65625,-0.21920314756159684,0.6576094426847916,0.8768125902463885,0.07317085534627782,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_syn2_early_integral,0.0229551875955838,-1.031975442511168,0.0625,0.06955550071366516,-0.20866650214099514,-0.2782220028546603,0.962419941797503,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_id_knee_angle_r_moment_min,-36.56029204400004,-1.5741859455976421,0.0625,-0.19609654087596903,0.5882896226279084,0.7843861635038775,-1.7702824864736117,negative_like,True
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_ik_hip_rotation_r_range,5.544466211999989,-1.2117064071332666,0.09375,0.062190196805845754,-0.1865705904175356,-0.24876078722338135,1.1495162103274217,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_emg_VMO_max,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_emg_MED. GASTRO_min,6.317917346954346,-0.5083604205335215,0.4375,0.13666410666276596,-0.40999231998829755,-0.5466564266510635,0.3716963138707557,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_id_hip_adduction_r_moment_std,72.53375974316064,0.9228603084379888,0.875,-0.1791963813200662,0.5375891439601964,0.7167855252802626,0.7436639271179237,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_ik_hip_adduction_r_std,3.6879185443564384,0.2706365191520626,0.71875,-0.17763968811294698,0.5329190643388397,0.7105587524517867,0.09299683103911621,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_ik_hip_adduction_r_abs_peak,7.19757578,-0.31283919435650964,0.4375,-0.1931976016245965,0.5795928048737911,0.7727904064983876,-0.506036795981107,negative_like,True
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_syn1_sparsity,0.4602700158716531,-0.6323308765192827,0.1875,0.17512644599882643,-0.5253793379964757,-0.7005057839953022,0.457204430520458,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_emg_VMO_abs_peak,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,SSC_ik_subtalar_angle_r_std,5.80967023680482,1.48607330180429,0.875,0.22650988988872692,-0.6795296696661801,-0.906039559554907,-1.7125831916930165,negative_like,True
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_label_duration,0.6999999999999997,1.1513433833256599,0.90625,-0.08024514489845551,0.24073543469536668,0.3209805795938222,1.0710982384272043,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_grf_grf2_vz_peak_t_ms,78.50000000000001,0.0942965780222951,0.75,-0.1670869189517872,0.501260756855362,0.6683476758071492,-0.0727903409294923,negative_like,True
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_id_knee_angle_r_moment_mean,44.86938730231677,-1.816371009325816,0.03125,0.07216705043466622,-0.21650115130400255,-0.28866820173866875,1.744203958891148,positive_like,False
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_imu_Accel_Earth_Y_mG_abs_peak,17076.3,-0.18311760118324247,0.40625,0.22011078585275545,-0.6603323575582688,-0.8804431434110243,-0.036993184669514206,negative_like,True
accuracy,q75,2,15,1,0,FN,0.2299833305006997,0.3196579632472137,-0.089674632746514,VDJ_id_hip_rotation_r_moment_mean,-3.8247902254455344,-0.9328245183158685,0.21875,-0.10310476147561894,0.3093142844268565,0.4124190459024754,-1.0359292797914874,negative_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_emg_VLO_peak_t_ms,97.99999999999986,0.15358575017280873,0.6875,0.31043928226419093,-0.7933448324529316,-1.1037841147171226,-0.3950385252671791,negative_like,False
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_emg_SEMITEND_min,11.909658432006836,0.22373224014635565,0.71875,-0.26724736302633795,0.6829654832895304,0.9502128463158683,0.015873180014759403,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,SSC_imu_roll_deg_peak_t_ms,18.49999999999996,-0.22751166736229583,0.75,0.21892030851755143,-0.5594630106559654,-0.7783833191735168,0.057240316293088844,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_ik_hip_adduction_r_range,17.21646512,2.8657451031885923,1.0,-0.25059281296262065,0.6404038553489205,0.8909966683115411,2.6708395819954425,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,SSC_syn2_early_integral,0.0380012978818292,-0.2742288879499991,0.53125,0.2679960874984063,-0.6848788902737046,-0.9528749777721109,0.06578748656234995,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_id_knee_angle_r_moment_min,-15.716744765000096,0.5188629969014018,0.6875,-0.12051429311435616,0.30798097129224555,0.4284952644066017,0.4251296578124571,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,SSC_ik_hip_rotation_r_range,11.308937448,-0.28598779864458207,0.53125,0.21874558516797796,-0.5590164954292772,-0.7777620805972552,0.11585234351393242,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_emg_VMO_max,118.09098815917967,-1.1936130250089576,0.0625,0.14383454323865705,-0.367577166054346,-0.5114117092930031,1.0817417136011132,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,SSC_emg_MED. GASTRO_min,0.0,-0.7643025136375861,0.34375,0.16890211154893406,-0.4316387295139428,-0.6005408410628769,0.6329342046550817,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,SSC_id_hip_adduction_r_moment_std,47.98701624699117,-0.47662365495873155,0.40625,-0.2528558956088063,0.6461872887780581,0.8990431843868644,-0.6732893515433575,negative_like,False
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_ik_hip_adduction_r_std,5.517640879117384,2.1303946495498134,0.96875,-0.20042336964846824,0.5121930557683069,0.7126164254167751,1.974509806489894,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_ik_hip_adduction_r_abs_peak,12.55012434,1.0055545346695551,0.875,-0.23011216140552262,0.5880644124807817,0.8181765738863043,0.8265784091319256,positive_like,True
accuracy,median,3,4,0,1,FP,0.4661971178119615,0.3392258155738876,0.1269713022380739,VDJ_syn1_sparsity,0.5326171555963259,0.16880024312550004,0.625,0.1402799280492201,-0.3584931494591197,-0.49877307750833977,-0.27790685383044983,negative_like,False
